local_goals,local_name,match,visitor_goals,visitor_name
3,San Lorenzo,Nacional 1972 - Fecha Intergrupo,0,Huracan
2,San Lorenzo,Metropolitano 1971 - Fecha 25,0,Huracan
1,Huracan,Metropolitano 1971 - Fecha 6,5,San Lorenzo
0,Huracan,Nacional 1971 - Fecha Intergrupo,3,San Lorenzo
3,Huracan,Metropolitano 1970 - Fecha 8,2,San Lorenzo
3,Huracan,Metropolitano 1969 - Fecha Intergrupo,1,San Lorenzo
1,San Lorenzo,Metropolitano 1969 - Fecha Intergrupo,2,Huracan
2,San Lorenzo,Nacional 1969 - Fecha 17,1,Huracan
2,San Lorenzo,Metropolitano 1968 - Fecha Intergrupo,2,Huracan
0,Huracan,Metropolitano 1968 - Fecha Intergrupo,0,San Lorenzo
3,San Lorenzo,Nacional 1968 - Fecha 5,1,Huracan
2,San Lorenzo,Metropolitano 1967 - Fecha Intergrupo,1,Huracan
0,Huracan,Metropolitano 1967 - Fecha Intergrupo,2,San Lorenzo
4,San Lorenzo,Campeonato 1966 - Fecha 29,1,Huracan
1,Huracan,Campeonato 1966 - Fecha 10,2,San Lorenzo
4,San Lorenzo,Campeonato 1965 - Fecha 34,2,Huracan
0,Huracan,Campeonato 1965 - Fecha 17,1,San Lorenzo
3,San Lorenzo,Campeonato 1964 - Fecha 27,0,Huracan
0,Huracan,Campeonato 1964 - Fecha 12,0,San Lorenzo
0,Huracan,Campeonato 1963 - Fecha 22,0,San Lorenzo
3,San Lorenzo,Campeonato 1963 - Fecha 9,1,Huracan
2,San Lorenzo,Campeonato 1962 - Fecha 18,2,Huracan
1,Huracan,Campeonato 1962 - Fecha 3,0,San Lorenzo
0,Huracan,Campeonato 1961 - Fecha 18,0,San Lorenzo
5,San Lorenzo,Campeonato 1961 - Fecha 1,2,Huracan
2,Huracan,Campeonato 1960 - Fecha 27,4,San Lorenzo
2,San Lorenzo,Campeonato 1960 - Fecha 12,0,Huracan
6,San Lorenzo,Campeonato 1959 - Fecha 27,3,Huracan
1,Huracan,Campeonato 1959 - Fecha 12,4,San Lorenzo
2,Huracan,Campeonato 1958 - Fecha 27,4,San Lorenzo
3,San Lorenzo,Campeonato 1958 - Fecha 12,1,Huracan
1,San Lorenzo,Campeonato 1957 - Fecha 19,0,Huracan
3,Huracan,Campeonato 1957 - Fecha 4,5,San Lorenzo
0,San Lorenzo,Campeonato 1956 - Fecha 24,1,Huracan
2,Huracan,Campeonato 1956 - Fecha 9,4,San Lorenzo
2,Huracan,Campeonato 1955 - Fecha 30,3,San Lorenzo
0,San Lorenzo,Campeonato 1955 - Fecha 15,0,Huracan
1,Huracan,Campeonato 1954 - Fecha 24,1,San Lorenzo
2,San Lorenzo,Campeonato 1954 - Fecha 9,1,Huracan
3,San Lorenzo,Campeonato 1953 - Fecha 24,1,Huracan
1,Huracan,Campeonato 1953 - Fecha 9,0,San Lorenzo
2,Huracan,Campeonato 1952 - Fecha 17,3,San Lorenzo
0,San Lorenzo,Campeonato 1952 - Fecha 2,1,Huracan
2,San Lorenzo,Campeonato 1951 - Fecha 20,2,Huracan
4,Huracan,Campeonato 1951 - Fecha 3,4,San Lorenzo
2,San Lorenzo,Campeonato 1950 - Fecha 20,3,Huracan
1,Huracan,Campeonato 1950 - Fecha 3,3,San Lorenzo
0,San Lorenzo,Campeonato 1949 - Fecha 28,1,Huracan
1,Huracan,Campeonato 1949 - Fecha 11,1,San Lorenzo
1,Huracan,Campeonato 1948 - Fecha 16,2,San Lorenzo
0,San Lorenzo,Campeonato 1948 - Fecha 1,1,Huracan
3,San Lorenzo,Campeonato 1947 - Fecha 21,3,Huracan
1,Huracan,Campeonato 1947 - Fecha 6,1,San Lorenzo
0,Huracan,Campeonato 1946 - Fecha 21,2,San Lorenzo
2,San Lorenzo,Campeonato 1946 - Fecha 6,3,Huracan
3,Huracan,Campeonato 1945 - Fecha 24,1,San Lorenzo
4,San Lorenzo,Campeonato 1945 - Fecha 9,2,Huracan
2,San Lorenzo,Campeonato 1944 - Fecha 16,2,Huracan
5,Huracan,Campeonato 1944 - Fecha 1,1,San Lorenzo
2,San Lorenzo,Campeonato 1943 - Fecha 30,0,Huracan
1,Huracan,Campeonato 1943 - Fecha 15,1,San Lorenzo
1,Huracan,Campeonato 1942 - Fecha 17,3,San Lorenzo
2,San Lorenzo,Campeonato 1942 - Fecha 2,1,Huracan
0,Huracan,Campeonato 1941 - Fecha 19,3,San Lorenzo
5,San Lorenzo,Campeonato 1941 - Fecha 4,2,Huracan
3,San Lorenzo,Campeonato 1940 - Fecha 18,3,Huracan
2,Huracan,Campeonato 1940 - Fecha 1,4,San Lorenzo
2,San Lorenzo,Campeonato 1939 - Fecha 24,5,Huracan
3,Huracan,Campeonato 1939 - Fecha 7,2,San Lorenzo
1,Huracan,Campeonato 1938 - Fecha 29,2,San Lorenzo
4,San Lorenzo,Campeonato 1938 - Fecha 12,2,Huracan
0,Huracan,Campeonato 1937 - Fecha 30,1,San Lorenzo
1,San Lorenzo,Campeonato 1937 - Fecha 12,0,Huracan
2,San Lorenzo,Campeonato 1936 - Fecha 5,1,Huracan
1,Huracan,Copa de Honor 1936 - Fecha 5,0,San Lorenzo
3,San Lorenzo,Campeonato 1935 - Fecha 29,0,Huracan
2,Huracan,Campeonato 1935 - Fecha 12,1,San Lorenzo
2,Huracan,Campeonato 1934 - Fecha 32,1,San Lorenzo
5,San Lorenzo,Campeonato 1934 - Fecha 16,1,Huracan
0,Huracan,Campeonato 1934 - Fecha 3,3,San Lorenzo
1,San Lorenzo,Campeonato 1933 - Fecha 21,4,Huracan
1,Huracan,Campeonato 1933 - Fecha 4,2,San Lorenzo
2,Huracan,Campeonato 1932 - Fecha 19,0,San Lorenzo
2,San Lorenzo,Campeonato 1932 - Fecha 2,1,Huracan
1,Huracan,Campeonato 1931 - Fecha 26,1,San Lorenzo
3,San Lorenzo,Campeonato 1931 - Fecha 9,0,Huracan
1,Rosario Central,Superliga 2017/18 - Fecha 12,0,Newells
1,Newells,Campeonato 2016/17 - Fecha 24,3,Rosario Central
0,Rosario Central,Campeonato 2016/17 - Fecha 7,1,Newells
0,Newells,Torneo 2016 - Fecha 12,0,Rosario Central
2,Rosario Central,Torneo 2016 - Fecha 2,0,Newells
0,Rosario Central,Campeonato 2015 - Fecha 24,0,Newells
0,Newells,Campeonato 2015 - Fecha 18,1,Rosario Central
2,Rosario Central,Torneo de Transicion 2014 - Fecha 12,0,Newells
0,Newells,Torneo Final 2014 - Fecha 12,1,Rosario Central
2,Rosario Central,Torneo Inicial 2013 - Fecha 12,1,Newells
1,Rosario Central,Torneo Clausura 2010 - Fecha 15,1,Newells
2,Newells,Torneo Apertura 2009 - Fecha 15,2,Rosario Central
1,Rosario Central,Torneo Clausura 2009 - Fecha 13,1,Newells
1,Newells,Torneo Apertura 2008 - Fecha 13,0,Rosario Central
0,Rosario Central,Torneo Clausura 2008 - Fecha 9,1,Newells
0,Newells,Torneo Apertura 2007 - Fecha 9,1,Rosario Central
1,Newells,Torneo Clausura 2007 - Fecha 13,0,Rosario Central
4,Rosario Central,Torneo Apertura 2006 - Fecha 13,1,Newells
0,Rosario Central,Torneo Clausura 2006 - Fecha 13,0,Newells
2,Newells,Torneo Apertura 2005 - Fecha 13,1,Rosario Central
0,Newells,Torneo Clausura 2005 - Fecha 2,0,Rosario Central
0,Rosario Central,Torneo Apertura 2004 - Fecha 2,1,Newells
0,Rosario Central,Torneo Clausura 2004 - Fecha 10,0,Newells
1,Newells,Torneo Apertura 2003 - Fecha 10,1,Rosario Central
3,Rosario Central,Torneo Clausura 2003 - Fecha 6,0,Newells
0,Newells,Torneo Apertura 2002 - Fecha 6,2,Rosario Central
0,Rosario Central,Torneo Clausura 2002 - Fecha 13,0,Newells
1,Newells,Torneo Apertura 2001 - Fecha 13,1,Rosario Central
1,Rosario Central,Torneo Clausura 2001 - Fecha 17,2,Newells
0,Newells,Torneo Apertura 2000 - Fecha 17,0,Rosario Central
1,Rosario Central,Torneo Clausura 2000 - Fecha 3,1,Newells
1,Newells,Torneo Apertura 1999 - Fecha 3,1,Rosario Central
4,Newells,Torneo Clausura 1999 - Fecha 1,1,Rosario Central
1,Rosario Central,Torneo Apertura 1998 - Fecha 1,1,Newells
0,Newells,Torneo Clausura 1998 - Fecha 14,0,Rosario Central
4,Rosario Central,Torneo Apertura 1997 - Fecha 14,0,Newells
0,Newells,Torneo Clausura 1997 - Fecha 10,0,Rosario Central
1,Rosario Central,Torneo Apertura 1996 - Fecha 10,1,Newells
2,Newells,Torneo Clausura 1996 - Fecha 14,0,Rosario Central
2,Rosario Central,Torneo Apertura 1995 - Fecha 14,0,Newells
1,Newells,Torneo Clausura 1995 - Fecha 5,1,Rosario Central
0,Rosario Central,Torneo Apertura 1994 - Fecha 5,0,Newells
0,Rosario Central,Torneo Clausura 1994 - Fecha 2,0,Newells
1,Newells,Torneo Apertura 1993 - Fecha 2,1,Rosario Central
1,Newells,Torneo Clausura 1993 - Fecha 2,1,Rosario Central
2,Rosario Central,Torneo Apertura 1992 - Fecha 2,1,Newells
1,Newells,Torneo Clausura 1992 - Fecha 3,0,Rosario Central
1,Rosario Central,Torneo Apertura 1991 - Fecha 3,0,Newells
4,Newells,Torneo Clausura 1991 - Fecha 8,0,Rosario Central
3,Rosario Central,Campeonato 1990/91 - Fecha 8,4,Newells
0,Rosario Central,Campeonato 1989/90 - Fecha 38,0,Newells
2,Newells,Campeonato 1989/90 - Fecha 19,2,Rosario Central
5,Newells,Campeonato 1988/89 - Liguilla Libertadores,3,Rosario Central
1,Rosario Central,Campeonato 1988/89 - Liguilla Libertadores,1,Newells
2,Rosario Central,Campeonato 1988/89 - Fecha 32,1,Newells
0,Newells,Campeonato 1988/89 - Fecha 13,0,Rosario Central
1,Newells,Campeonato 1987/88 - Fecha 23,0,Rosario Central
1,Rosario Central,Campeonato 1987/88 - Fecha 4,0,Newells
0,Newells,Campeonato 1986/87  - Fecha 25,0,Rosario Central
0,Rosario Central,Campeonato 1986/87  - Fecha 6,0,Newells
0,Rosario Central,Metropolitano 1984 - Fecha 23,0,Newells
2,Newells,Metropolitano 1984 - Fecha 4,1,Rosario Central
3,Newells,Metropolitano 1983 - Fecha 21,3,Rosario Central
2,Rosario Central,Metropolitano 1983 - Fecha 2,1,Newells
2,Rosario Central,Torneo Nacional 1983 - Torneo Nacional,0,Newells
0,Newells,Torneo Nacional 1983 - Torneo Nacional,0,Rosario Central
1,Rosario Central,Metropolitano 1982 - Fecha 27,1,Newells
1,Newells,Metropolitano 1982 - Fecha 8,1,Rosario Central
2,Rosario Central,Torneo Nacional 1982 - Torneo Nacional,1,Newells
2,Newells,Torneo Nacional 1982 - Torneo Nacional,1,Rosario Central
0,Rosario Central,Metropolitano 1981 - Fecha 22,0,Newells
3,Newells,Metropolitano 1981 - Fecha 5,0,Rosario Central
1,Newells,Nacional 1981 - Fecha Intergrupo,1,Rosario Central
3,Rosario Central,Nacional 1981 - Fecha Intergrupo,1,Newells
0,Newells,Metropolitano 1980 - Fecha 21,1,Rosario Central
0,Rosario Central,Metropolitano 1980 - Fecha 2,3,Newells
1,Newells,Nacional 1980 - Semifinales,0,Rosario Central
3,Rosario Central,Nacional 1980 - Semifinales,0,Newells
2,Rosario Central,Nacional 1980 - Fecha Intergrupo,1,Newells
1,Newells,Nacional 1980 - Fecha Intergrupo,0,Rosario Central
0,Newells,Nacional 1979 - Fecha Intergrupo,1,Rosario Central
2,Rosario Central,Nacional 1979 - Fecha Intergrupo,2,Newells
3,Newells,Metropolitano 1978 - Fecha 35,1,Rosario Central
3,Rosario Central,Metropolitano 1978 - Fecha 14,1,Newells
2,Newells,Metropolitano 1977 - Fecha 38,1,Rosario Central
1,Rosario Central,Metropolitano 1977 - Fecha 15,1,Newells
0,Rosario Central,Metropolitano 1976 - Ronda Final,0,Newells
1,Rosario Central,Metropolitano 1976 - Fecha Intergrupo,1,Newells
1,Newells,Metropolitano 1976 - Fecha Intergrupo,1,Rosario Central
2,Newells,Nacional 1976 - Fecha Intergrupo,0,Rosario Central
1,Rosario Central,Nacional 1976 - Fecha Intergrupo,1,Newells
1,Rosario Central,Metropolitano 1975 - Fecha 32,1,Newells
1,Newells,Metropolitano 1975 - Fecha 13,1,Rosario Central
1,Newells,Nacional 1975 - Fecha Intergrupo,1,Rosario Central
3,Rosario Central,Nacional 1975 - Fecha Intergrupo,0,Newells
2,Rosario Central,Metropolitano 1974 - Ronda Final,2,Newells
3,Rosario Central,Metropolitano 1974 - Fecha Intergrupo,0,Newells
4,Newells,Metropolitano 1974 - Fecha Intergrupo,2,Rosario Central
2,Newells,Nacional 1974 - Ronda Final,2,Rosario Central
2,Rosario Central,Nacional 1974 - Desempate para Libertadores,0,Newells
0,Rosario Central,Nacional 1974 - Fecha Intergrupo,0,Newells
0,Newells,Nacional 1974 - Fecha Intergrupo,0,Rosario Central
0,Newells,Metropolitano 1973 - Fecha 22,1,Rosario Central
4,Rosario Central,Metropolitano 1973 - Fecha 5,1,Newells
1,Newells,Nacional 1973 - Fecha Intergrupo,1,Rosario Central
0,Rosario Central,Metropolitano 1972 - Fecha 18,0,Newells
1,Newells,Metropolitano 1972 - Fecha 1,0,Rosario Central
1,Newells,Nacional 1972 - Fecha Intergrupo,0,Rosario Central
1,Newells,Metropolitano 1971 - Fecha 36,2,Rosario Central
2,Rosario Central,Metropolitano 1971 - Fecha 17,2,Newells
1,Rosario Central,Nacional 1971 - Semifinales,0,Newells
0,Newells,Nacional 1971 - Fecha Intergrupo,0,Rosario Central
1,Newells,Metropolitano 1970 - Fecha 21,1,Rosario Central
1,Newells,Nacional 1970 - Fecha Intergrupo,4,Rosario Central
3,Rosario Central,Nacional 1970 - Fecha Intergrupo,1,Newells
0,Newells,Metropolitano 1969 - Fecha Intergrupo,0,Rosario Central
2,Rosario Central,Metropolitano 1969 - Fecha Intergrupo,2,Newells
1,Newells,Metropolitano 1969 - Grupo Reclasificatorio,0,Rosario Central
0,Rosario Central,Metropolitano 1969 - Grupo Reclasificatorio,0,Newells
2,Newells,Metropolitano 1969 - Grupo Reclasificatorio,2,Rosario Central
1,Newells,Metropolitano 1968 - Fecha Intergrupo,1,Rosario Central
1,Rosario Central,Metropolitano 1968 - Fecha Intergrupo,1,Newells
1,Newells,Metropolitano 1967 - Fecha Intergrupo,2,Rosario Central
1,Rosario Central,Metropolitano 1967 - Fecha Intergrupo,0,Newells
0,Newells,Campeonato 1966 - Fecha 35,2,Rosario Central
0,Rosario Central,Campeonato 1966 - Fecha 16,0,Newells
0,Rosario Central,Campeonato 1965 - Fecha 26,1,Newells
1,Newells,Campeonato 1965 - Fecha 9,0,Rosario Central
2,Rosario Central,Campeonato 1964 - Fecha 16,2,Newells
0,Newells,Campeonato 1964 - Fecha 1,4,Rosario Central
4,Rosario Central,Campeonato 1960 - Fecha 20,1,Newells
5,Newells,Campeonato 1960 - Fecha 5,3,Rosario Central
1,Newells,Campeonato 1959 - Fecha 16,0,Rosario Central
0,Rosario Central,Campeonato 1959 - Fecha 1,0,Newells
1,Rosario Central,Campeonato 1958 - Fecha 29,0,Newells
1,Newells,Campeonato 1958 - Fecha 14,1,Rosario Central
3,Rosario Central,Campeonato 1957 - Fecha 21,1,Newells
1,Newells,Campeonato 1957 - Fecha 6,1,Rosario Central
1,Rosario Central,Campeonato 1956 - Fecha 30,2,Newells
2,Newells,Campeonato 1956 - Fecha 15,0,Rosario Central
1,Newells,Campeonato 1955 - Fecha 28,2,Rosario Central
1,Rosario Central,Campeonato 1955 - Fecha 13,1,Newells
3,Newells,Campeonato 1954 - Fecha 17,2,Rosario Central
2,Rosario Central,Campeonato 1954 - Fecha 2,0,Newells
0,Rosario Central,Campeonato 1953 - Fecha 19,0,Newells
1,Newells,Campeonato 1953 - Fecha 4,3,Rosario Central
0,Newells,Campeonato 1952 - Fecha 21,2,Rosario Central
0,Rosario Central,Campeonato 1952 - Fecha 6,0,Newells
1,Rosario Central,Campeonato 1950 - Fecha 27,1,Newells
3,Newells,Campeonato 1950 - Fecha 10,4,Rosario Central
2,Newells,Campeonato 1949 - Fecha 18,2,Rosario Central
2,Rosario Central,Campeonato 1949 - Fecha 1,3,Newells
3,Rosario Central,Campeonato 1948 - Fecha 30,2,Newells
2,Newells,Campeonato 1948 - Fecha 15,0,Rosario Central
1,Rosario Central,Campeonato 1947 - Fecha 26,1,Newells
4,Newells,Campeonato 1947 - Fecha 11,2,Rosario Central
3,Rosario Central,Campeonato 1946 - Fecha 30,2,Newells
3,Newells,Campeonato 1946 - Fecha 15,2,Rosario Central
1,Newells,Campeonato 1945 - Fecha 17,0,Rosario Central
2,Rosario Central,Campeonato 1945 - Fecha 2,0,Newells
1,Newells,Campeonato 1944 - Fecha 24,1,Rosario Central
1,Rosario Central,Campeonato 1944 - Fecha 9,3,Newells
1,Rosario Central,Campeonato 1943 - Fecha 30,1,Newells
0,Newells,Campeonato 1943 - Fecha 15,1,Rosario Central
5,Newells,Campeonato 1941 - Fecha 28,0,Rosario Central
0,Rosario Central,Campeonato 1941 - Fecha 13,1,Newells
0,Rosario Central,Campeonato 1940 - Fecha 31,2,Newells
1,Newells,Campeonato 1940 - Fecha 14,3,Rosario Central
1,Rosario Central,Campeonato 1939 - Fecha 31,1,Newells
1,Newells,Campeonato 1939 - Fecha 14,1,Rosario Central
0,Gimnasia (LP),Superliga 2017/18 - Fecha 15,0,Estudiantes (LP)
1,Estudiantes (LP),Campeonato 2016/17 - Fecha 24,0,Gimnasia (LP)
0,Gimnasia (LP),Campeonato 2016/17 - Fecha 5,0,Estudiantes (LP)
0,Gimnasia (LP),Torneo 2016 - Fecha 12,0,Estudiantes (LP)
3,Estudiantes (LP),Torneo 2016 - Fecha 7,0,Gimnasia (LP)
1,Estudiantes (LP),Campeonato 2015 - Fecha 24,1,Gimnasia (LP)
1,Gimnasia (LP),Campeonato 2015 - Fecha 3,3,Estudiantes (LP)
0,Estudiantes (LP),Torneo de Transicion 2014 - Fecha 8,0,Gimnasia (LP)
0,Gimnasia (LP),Torneo Final 2014 - Fecha 8,1,Estudiantes (LP)
1,Estudiantes (LP),Torneo Inicial 2013 - Fecha 8,1,Gimnasia (LP)
0,Gimnasia (LP),Torneo Clausura 2011 - Fecha 4,2,Estudiantes (LP)
2,Estudiantes (LP),Torneo Apertura 2010 - Fecha 4,0,Gimnasia (LP)
3,Gimnasia (LP),Torneo Clausura 2010 - Fecha 2,1,Estudiantes (LP)
3,Estudiantes (LP),Torneo Apertura 2009 - Fecha 2,0,Gimnasia (LP)
1,Gimnasia (LP),Torneo Clausura 2009 - Fecha 8,1,Estudiantes (LP)
3,Estudiantes (LP),Torneo Apertura 2008 - Fecha 8,1,Gimnasia (LP)
1,Gimnasia (LP),Torneo Clausura 2008 - Fecha 15,2,Estudiantes (LP)
1,Estudiantes (LP),Torneo Apertura 2007 - Fecha 15,0,Gimnasia (LP)
1,Gimnasia (LP),Torneo Clausura 2007 - Fecha 11,2,Estudiantes (LP)
7,Estudiantes (LP),Torneo Apertura 2006 - Fecha 11,0,Gimnasia (LP)
1,Gimnasia (LP),Torneo Clausura 2006 - Fecha 4,1,Estudiantes (LP)
1,Estudiantes (LP),Torneo Apertura 2005 - Fecha 4,0,Gimnasia (LP)
4,Gimnasia (LP),Torneo Clausura 2005 - Fecha 16,1,Estudiantes (LP)
0,Estudiantes (LP),Torneo Apertura 2004 - Fecha 16,0,Gimnasia (LP)
2,Gimnasia (LP),Torneo Clausura 2004 - Fecha 8,2,Estudiantes (LP)
1,Estudiantes (LP),Torneo Apertura 2003 - Fecha 8,0,Gimnasia (LP)
2,Estudiantes (LP),Torneo Clausura 2003 - Fecha 10,4,Gimnasia (LP)
3,Gimnasia (LP),Torneo Apertura 2002 - Fecha 10,1,Estudiantes (LP)
3,Estudiantes (LP),Torneo Clausura 2002 - Fecha 2,2,Gimnasia (LP)
1,Gimnasia (LP),Torneo Apertura 2001 - Fecha 2,1,Estudiantes (LP)
2,Estudiantes (LP),Torneo Clausura 2001 - Fecha 6,1,Gimnasia (LP)
3,Gimnasia (LP),Torneo Apertura 2000 - Fecha 6,2,Estudiantes (LP)
1,Estudiantes (LP),Torneo Clausura 2000 - Fecha 7,2,Gimnasia (LP)
0,Gimnasia (LP),Torneo Apertura 1999 - Fecha 7,0,Estudiantes (LP)
0,Gimnasia (LP),Torneo Clausura 1999 - Fecha 14,0,Estudiantes (LP)
2,Estudiantes (LP),Torneo Apertura 1998 - Fecha 14,2,Gimnasia (LP)
3,Gimnasia (LP),Torneo Clausura 1998 - Fecha 2,0,Estudiantes (LP)
2,Estudiantes (LP),Torneo Apertura 1997 - Fecha 2,2,Gimnasia (LP)
1,Estudiantes (LP),Torneo Clausura 1997 - Fecha 15,0,Gimnasia (LP)
0,Gimnasia (LP),Torneo Apertura 1996 - Fecha 15,0,Estudiantes (LP)
1,Estudiantes (LP),Torneo Clausura 1996 - Fecha 19,1,Gimnasia (LP)
0,Gimnasia (LP),Torneo Apertura 1995 - Fecha 19,3,Estudiantes (LP)
2,Gimnasia (LP),Torneo Clausura 1994 - Fecha 10,1,Estudiantes (LP)
0,Estudiantes (LP),Torneo Apertura 1993 - Fecha 10,2,Gimnasia (LP)
0,Gimnasia (LP),Torneo Clausura 1993 - Fecha 4,0,Estudiantes (LP)
1,Estudiantes (LP),Torneo Apertura 1992 - Fecha 4,1,Gimnasia (LP)
0,Estudiantes (LP),Torneo Clausura 1992 - Fecha 7,1,Gimnasia (LP)
2,Gimnasia (LP),Torneo Apertura 1991 - Fecha 7,0,Estudiantes (LP)
0,Gimnasia (LP),Torneo Clausura 1991 - Fecha 19,2,Estudiantes (LP)
0,Estudiantes (LP),Campeonato 1990/91 - Fecha 19,0,Gimnasia (LP)
1,Gimnasia (LP),Campeonato 1989/90 - Fecha 32,1,Estudiantes (LP)
0,Estudiantes (LP),Campeonato 1989/90 - Fecha 13,0,Gimnasia (LP)
1,Estudiantes (LP),Campeonato 1988/89 - Fecha 34,1,Gimnasia (LP)
2,Gimnasia (LP),Campeonato 1988/89 - Fecha 15,0,Estudiantes (LP)
2,Gimnasia (LP),Campeonato 1987/88 - Fecha 25,2,Estudiantes (LP)
1,Estudiantes (LP),Campeonato 1987/88 - Fecha 6,1,Gimnasia (LP)
0,Estudiantes (LP),Campeonato 1986/87  - Fecha 27,0,Gimnasia (LP)
2,Gimnasia (LP),Campeonato 1986/87  - Fecha 8,1,Estudiantes (LP)
